Tint	V7-54_200mV
2403.84	0.000033952159178598446
2406.4	0.00003373075662359204
2408.96	0.00003336875958537663
2411.52	0.00003294163993489089
2414.08	0.000032881138017613254
2416.64	0.000032576384193324914
2419.2	0.00003240960674038895
2421.76	0.00003198468184476921
2424.32	0.00003153896219246563
2426.88	0.0000312780833058691
2429.44	0.00003104867141190494
2432.	0.00003075251612470105
2434.56	0.00003064582452327085
2437.12	0.000030500859866931956
2439.68	0.000030216688769250934
2442.24	0.000029885970142824147
2444.8	0.00002986531349315528
2447.36	0.000029818304463310193
2449.92	0.00002987061611982211
2452.48	0.000029916897949709488
2455.04	0.00002996937767492379
2457.6	0.00002986525253795041
2460.16	0.000029620735271840274
2462.72	0.00002944790154832765
2465.28	0.000029392793843994378
2467.84	0.000029418163882578066
2470.4	0.000029224455390800468
2472.96	0.000028969742940599984
2475.52	0.00002862925067052146
2478.08	0.000028672558724714836
2480.64	0.000028575787780722478
2483.2	0.000028529168044885777
2485.76	0.00002844943458450055
2488.32	0.00002842273874050686
2490.88	0.00002831705375760532
2493.44	0.000028092894589201705
2496.	0.000028043979175573474
2498.56	0.000027944041403411104
2501.12	0.00002794831465878874
2503.68	0.00002802704451378662
2506.24	0.000028246184075808243
2508.8	0.00002842059942756698
2511.36	0.00002856570773964239
2513.92	0.000028607673873358582
2516.48	0.000028729605623622594
2519.04	0.000029093048137923844
2521.6	0.000029296512939256078
2524.16	0.00002959973362042298
2526.72	0.000029537280049305643
2529.28	0.000029579406361708964
2531.84	0.00002977993960444586
2534.4	0.000029992402759513742
2536.96	0.00003000148163452373
2539.52	0.000030089603006132612
2542.08	0.000030271198673913684
2544.64	0.000030265665487112217
2547.2	0.000030523209687056136
2549.76	0.00003069449607991631
2552.32	0.00003089803227103985
2554.88	0.000030926429390481574
2557.44	0.0000312139955390384
2560.	0.000031599717984676846
